Words,Language
Anna,Kannada
.,sym
Mastu,Tulu
adhu,Tulu
undu,Tulu
comedy,English
.,sym
Dinesh,Name
Attavar,Location
sir,English
thett,Tulu
bayamma,Name
.,sym
Le,Kannada
le,Kannada
le,Kannada
pure,English
tulhu,Name
matadya,Kannada
.,sym
Eee,Kannada
video,English
upload,English
agilva,Kannada
.,sym
vikshhakare,Kannada
naavu,Kannada
namma,Kannada
channel,English
alli,Kannada
kelavu,Kannada
visheshha,Kannada
maahithiyullamthhaha,Kannada
Videogalannu,Mixed
upload,English
maaDuththiruththeve,Kannada
.,sym
ajjina,Kannada
super,English
comedy,English
.,sym
Enta,Kannada
saavu,Tulu
idu,Kannada
pukuli,Kannada
.,sym
maatha,Tulu
natakala,Tulu
yedde,Tulu
aadh,Tulu
mudu,Tulu
barondu,Tulu
undu,Tulu
.,sym
mst,Tulu
shoku,Tulu
athad,Tulu
.,sym
Making,English
yer,Tulu
mare,Tulu
maldini,Tulu
deverna,Tulu
pura,Tulu
mariyadi,Tulu
deppun,Tulu
nikalnanchinakule,Tulu
.,sym
Jaatredaulu,Tulu
toothe,Tulu
undhu,Tulu
nataka,Kannada
edde,Tulu
undu,Tulu
Yelathur,Location
Jaatre,Kannada
.,sym
kade,Tulu
mudel,Tulu
ejjandina,Tulu
film,English
pokkade,Tulu
time,English
waste,English
manpodchi,Tulu
.,sym
ajjjina,Kannada
wa,English
jollly,English
.,sym
Bro,English
ninna,Tulu
pukuli,Tulu
tikunda,Tulu
.,sym
Double,English
meaninglu,Mixed
use,English
malpochi,Tulu
plss,English
edde,Tulu
ijji,Tulu
indu,Tulu
episodelu,Mixed
.,sym
Bari,Tulu
Kushi,Kannada
aand,Tulu
kenudu,Tulu
.,sym
Writter,English
Ge,Kannada
Ondu,Kannada
Namaskara,Kannada
.,sym
eDDe,Tulu
aapumDu,Tulu
kaaryakrama,Kannada
.,sym
Aou,Tulu
vou,Tulu
temple,Location
pls,English
panle,Tulu
gotitndaa,Tulu
.,sym
Telth,Tulu
telth,Tulu
saakand,Tulu
.,sym
Ponnu,Tulu
Tulu,Name
patherni,Tulu
sari,Tulu
ejji,Tulu
ye,Tulu
.,sym
Yereg,Tulu
maatha,Tulu
e,Tulu
show,English
msth,Tulu
ista,Kannada
ynna,Tulu
prathi,Kannada
sala,Kannada
comment,English
undhuve,Tulu
.,sym
Suuuper,English
sir,English
yepisod,Kannada
mugid,Tulu
lastg,Mixed
ain,Tulu
thuvere,Tulu
comidy,English
apundu,Tulu
thelithud,Tulu
banji,Tulu
bene,Tulu
apunduu,Kannada
.,sym
maatheregula,Tulu
solmelu,Tulu
yamkulegula,Tulu
masth,Tulu
kushi,Kannada
aavomdumDu,Tulu
.,sym
days,English
back,English
nodidde,Kannada
nanu,Kannada
.,sym
End,Tulu
du,Tulu
audio,English
repeat,English
apund,Tulu
.,sym
warre,Tulu
wa,Tulu
mathernla,Tulu
acting,English
sprrrbbbbbbbb,English
thulunadda,Location
spr,Location
starsMusth,Mixed
comedy,English
t,Tulu
Kattappetop,Mixed
sir,English
.,sym
Sooper,English
acting,English
Prashant,Name
ck,Name
nija,Kannada
drinking,English
Maldara,Tulu
ijjana,Tulu
gottujji,Tulu
Aanda,Tulu
Parpinakul,Tulu
inch,Tulu
drama,English
manager,English
.,sym
Ee,Tulu
ajjida,Kannada
balli,Tulu
marre,Tulu
Papada,Tulu
ajji,Kannada
.,sym
Niklegu,Tulu
Bethe,Tulu
bele,Tulu
ejji,Tulu
family,English
Kulludu,Tulu
tupinath,Tulu
.,sym
baari,Tulu
porlaathmD,Tulu
kumjana,Name
kusal,Tulu
superb,English
totally,English
entertaining,English
package,English
.,sym
Super,English
harini,Name
kalaveder,Tulu
.,sym
yakshaganada,Kannada
bagge,Tulu
apahasya,Kannada
ath,Tulu
malpere,Tulu
balli,Tulu
yakshagana,Kannada
yenklena,Tulu
samkruthi,Kannada
.,sym
Lady,English
act,English
super,English
areg,Tulu
mastu,Tulu
chance,English
korle,Tulu
plz,English
.,sym
Nikulu,Tulu
mooji,Tulu
janatala,Tulu
superrrrr,English
comedy,English
.,sym
And,Tulu
Guru,Name
Bayar,Location
Music,English
.,sym
Benki,Kannada
part,English
and,English
part,English
.,sym
Kann,Tulu
katt,Tulu
serial,English
Episode,English
yepa,Tulu
barpundu,Tulu
.,sym
ajja,Kannada
mathernla,Tulu
rakshane,Kannada
malpule,Tulu
all,English
tha,English
best,English
team,English
.,sym
spr,English
balle,Tulu
telipale,Tulu
.,sym
kodeda,Tulu
episode,English
barondu,Tulu
ijji,Tulu
.,sym
Pukuli,Tulu
gla,Tulu
onji,Tulu
kaala,Kannada
bathndatha,Tulu
mare,Tulu
.,sym
Yeerna,Tulu
ooru,Kannada
onchi,Tulu
aapundu,Tulu
bro,English
buka,Tulu
niglna,Tulu
comedy,English
supperaapundu,Mixed
thooyara,Tulu
.,sym
Miss,English
that,English
southekayi,Kannada
girl,English
bhoomi,Name
.,sym
da,Kannada
kule,Tulu
eethe,Tulu
.,sym
Aye,Tulu
sonu,Name
nigamn,Name
panka,Tulu
.,sym
Movieda,Mixed
name,English
dada,Tulu
.,sym
Nettha,Tulu
next,English
potthel,Tulu
maya,Tulu
barpundu,Tulu
do,English
not,English
miss,English
song,English
.,sym
En,Kannada
chenagide,Kannada
anthanro,Kannada
ishtond,Kannada
jana,Kannada
super,English
anthidira,Kannada
.,sym
Dala,Tulu
yedde,Tulu
athji,Tulu
.,sym
Tuluta,Tulu
nadut,Tulu
kannada,Name
borchitund,Tulu
materla,Tulu
tulut,Tulu
paternda,Tulu
yedde,Tulu
ettund,Tulu
.,sym
bageTla,Tulu
oamthe,Tulu
ennoDaapumDu,Tulu
.,sym
parawagilla,Kannada
OK,English
OK,English
god,Name
bless,English
all,English
you,English
my,English
tulunadies,English
.,sym
Nana,Tulu
chinchi,Tulu
onji,Tulu
jaagrate,Kannada
padke,Tulu
maipana,Tulu
Aven,Tulu
yerla,Tulu
maya,Kannada
malpare,Tulu
uller,Tulu
bokka,Tulu
.,sym
All,English
performance,English
very,English
good,English
nice,English
.,sym
rammi,Name
aaDi,Kannada
aamtha,Kannada
heLthiralla,Kannada
thhu,Kannada
.,sym
Yer,Tulu
pura,Tulu
e,Tulu
movien,Mixed
quarantine,English
daysd,Mixed
tuvondu,Tulu
ullar,Tulu
like,English
malpule,Tulu
.,sym
Super,English
acting,English
deepak,Name
anna,Kannada
team,English
.,sym
Bojaraj,Name
ethinet,Tulu
nataka,Kannada
sprrr,English
apundu,Tulu
.,sym
supaari,Kannada
aththu,Tulu
maaruthi,Kannada
korthini,Tulu
.,sym
Coronag,Mixed
e,Tulu
pooki,Tulu
yaru,Tulu
.,sym
I,English
saw,English
at,English
new,English
yea,English
Thankew,English
for,English
uploadin,English
Masth,Tulu
faviorate,English
team,English
.,sym
Super,English
Hahahahahaha,English
.,sym
sakkath,Kannada
funny,English
aagiththu,Kannada
aaa,Kannada
lastdu,Mixed
twist,English
maathra,Kannada
ulti,English
.,sym
Yenna,Tulu
fvt,English
teamndu,Mixed
yenna,Tulu
chur,Tulu
comedy,English
kammi,Tulu
andu,Tulu
best,English
of,English
luck,English
.,sym
eamchina,Tulu
avasthhe,Tulu
maarre,Tulu
.,sym
Song,English
Vov,Tulu
av,Tulu
nalipuvaratte,Tulu
.,sym
Dayeg,Tulu
eth,Tulu
telipavr,Tulu
marre,Tulu
.,sym
You,English
Don,English
t,English
talk,English
my,English
fatherna,Mixed
suddi,Tulu
Super,English
comedyye,Mixed
.,sym
Navin,Name
padilerna,Tulu
gotanaga,Tulu
Portand,Tulu
serial,English
mast,Tulu
soku,Tulu
ethundu,Tulu
anchina,Tulu
scripts,English
malpule,Tulu
jai,Name
thulu,Name
nadu,Kannada
.,sym
Awesome,English
movie,English
jai,Name
tulunad,Location
.,sym
MC,Name
TUPUJA,Tulu
FORWARD,English
MALTHD,Tulu
KALI,Tulu
COMEDY,English
TUPINE,Tulu
.,sym
Video,English
OK,English
but,English
pathernaga,Tulu
respect,English
ejji,English
please,English
respect,English
to,English
talk,English
.,sym
Karmada,Kannada
comedy,English
minute,English
waste,English
aand,Tulu
.,sym
Bor,Tulu
full,English
bor,Tulu
Dada,Tulu
comedy,English
undu,Tulu
.,sym
Ranjan,Name
actingla,Mixed
super,English
athnd,Tulu
.,sym
Thelth,Tulu
thelth,Tulu
saakand,Tulu
Superye,Mixed
.,sym
Plz,English
sikenda,Tulu
korle,Tulu
.,sym
Umil,Tulu
thulu,Name
full,English
movie,English
plz,English
.,sym
ajji,Kannada
er,Tulu
super,English
ajjj,Kannada
.,sym
Chaitra,Name
shetre,Name
jasthi,Tulu
makeup,English
malpodchi,Tulu
.,sym
Aravindy,Mixed
saithiithi,Kannada
bhookkhh,English
yharhuu,Kannada
khmmi,Tulu
yhahnnkku,Tulu
wuodhaseenhh,Tulu
written,English
by,English
padmavathi,Name
LIC,Name
medam,English
.,sym
Please,English
tulu,Name
film,English
du,Tulu
chance,English
korle,Tulu
.,sym
Yedde,Tulu
makar,Tulu
undu,Tulu
.,sym
Erena,Tulu
voice,English
act,English
yedde,Tulu
malpuver,Tulu
ere,Tulu
onji,Tulu
path,Tulu
new,English
videos,English
malpule,Tulu
family,Tulu
kirikiri,Kannada
.,sym
rd,Tulu
aye,Tulu
pukuli,Tulu
maya,Kannada
pandh,Tulu
birel,Tulu
tirgave,Tulu
mare,Tulu
serious,English
extra,English
dakulu,Tulu
imbeg,Tulu
korle,Tulu
.,sym
ajji,Tulu
super,English
komidy,English
.,sym
Correct,English
judjement,English
shasi,Name
sir,English
.,sym
Shobha,Name
Rai,Name
n,Tulu
team,English
niklena,Tulu
police,English
da,Tulu
video,English
u,English
tube,English
d,Tulu
padle,Tulu
pls,English
.,sym
kumjana,Name
kusal,Tulu
baari,Tulu
porlu,Tulu
aath,Tulu
D,Tulu
.,sym
Kati,Other
sarai,Other
samjhana,Other
aaune,Other
.,sym
Avw,Tulu
yer,Tulu
mare,Tulu
kalve,Tulu
yedde,Tulu
athundu,Tulu
.,sym
Erye,Tulu
undu,Tulu
dislike,English
maldini,Tulu
.,sym
Dada,Tulu
boru,Tulu
mare,Tulu
.,sym
bethe,Tulu
bethe,Tulu
paayisa,Kannada
serd,Tulu
vichithra,Kannada
paayisa,Tulu
.,sym
thaamTre,Tulu
very,English
supper,English
.,sym
nana,Tulu
thupini,Tulu
thupini,Tulu
thupini,Tulu
oamjen,Tulu
paththomd,Tulu
balipune,Tulu
.,sym
Masth,Tulu
shoku,Tulu
aathundu,Tulu
sir,English
nikalena,Tulu
comedy,English
.,sym
bhaava,Tulu
aayaan,Tulu
oamji,Tulu
konod,Tulu
kaTTappa,Name
.,sym
love,English
u,English
dodda,Tulu
.,sym
Punoku,Tulu
kann,Tulu
haakiyare,Tulu
puttanna,Tulu
.,sym
Pukuli,Tulu
ol,Tulu
nadun,Tulu
marre,Tulu
.,sym
Nikk,Tulu
unda,Tulu
maana,Kannada
maryadi,Kannada
enchi,Tulu
saav,Tulu
da,Tulu
comedy,English
nik,Tulu
ellal,Tulu
kenunakl,Tulu
yerla,Tulu
ejjera,Tulu
.,sym
Swamy,Kannada
koragajja,Name
kapule,Tulu
.,sym
Adipoli,Other
Acting,English
so,English
much,English
Fun,English
.,sym
Nanath,Tulu
projectn,Mixed
maltu,Tulu
success,English
aale,Tulu
Film,English
mast,Tulu
shokatnd,Tulu
guys,English
all,English
the,English
veryy,English
best,English
whole,English
pack,English
.,sym
rauDi,Kannada
rol,English
maldinareg,Tulu
enna,Tulu
ekasTraa,English
namaskaara,Kannada
.,sym
muththappa,Name
rai,Name
style,English
.,sym
Thulu,Name
bhashen,Tulu
oripayereg,Tulu
kashta,Tulu
barpina,Tulu
nikleg,Tulu
musth,Tulu
dhanyadalu,Tulu
.,sym
Vamanjooranna,Name
suprr,English
comedy,English
.,sym
ajjii,Kannada
ya,Tulu
yanu,Tulu
yanu,Tulu
iren,Tulu
love,English
maltondulle,Tulu
i,English
love,English
you,English
.,sym
Yava,Kannada
actor,English
audience,English
nodolla,Kannada
.,sym
Venkappe,Name
venkappe,Name
kattape,Name
kattape,Name
.,sym
vijayaNNa,Name
ireg,Tulu
selyuT,English
jai,Kannada
himd,Other
.,sym
Namma,Kannada
tulundadu,Tulu
comedy,English
first,English
eppodu,Tulu
.,sym
Ancha,Tulu
Pandh,Tulu
Policedakulu,Mixed
FIR,English
Malthdh,Tulu
Show,English
n,Tulu
Unthayera,Tulu
.,sym
Bolimagane,Kannada
maryade,Kannada
kottu,Kannada
matadu,Kannada
.,sym
Embena,Tulu
pukuli,Tulu
raisinath,Tulu
edi,Tulu
kudlad,Tulu
bethe,Tulu
yernala,Tulu
raisd,Tulu
eppand,Tulu
.,sym
Yan,Tulu
pandendh,Tulu
panodchi,Tulu
.,sym
chauli,Tulu
chauLi,Tulu
bhutha,Kannada
.,sym
hai,English
tulu,Name
nad,Kannada
namaste,Kannada
.,sym
Unduu,Tulu
maayada,Kannada
pukuli,Tulu
ye,Tulu
.,sym
Imbe,Tulu
kande,Tulu
guddege,Tulu
popuna,Tulu
dane,Tulu
alle,Tulu
maya,Tulu
athini,Tulu
nadondulle,Tulu
.,sym
Full,English
movie,English
ijja,Tulu
.,sym
Narsmma,Name
thumb,English
Chennagidare,Kannada
.,sym
Admin,English
Confuse,English
aape,Tulu
.,sym
Comedy,English
Panda,Tulu
Incha,Tulu
ippodu,Tulu
super,English
.,sym
Thelth,Tulu
thelth,Tulu
saakand,Tulu
.,sym
Pls,English
sir,English
plSzzzzz,English
full,English
videon,Mixed
padle,Tulu
plz,English
sir,English
.,sym
No,English
comedy,English
man,English
bangady,Tulu
super,English
keniyare,Tulu
masth,Tulu
kusi,Kannada
apudu,Tulu
.,sym
Full,English
movien,Mixed
padle,Tulu
movien,Mixed
thuvare,Tulu
wait,English
malthondulla,Tulu
.,sym
Yan,Tulu
Santosh,Name
Shetty,Name
from,English
kalathur,Location
kaup,Location
.,sym
bolar,Location
mijar,Location
padil,Location
vamanjoor,Location
kapikad,Location
.,sym
Sunilanne,Name
batthikoodle,Tulu
shuru,Tulu
punch,Tulu
.,sym
super,English
drama,English
porlu,Tulu
thuvodchi,Tulu
.,sym
hey,English
sharathamin,Name
mast,Tulu
mast,Tulu
vidion,Mixed
upload,English
malpule,Tulu
dhani,Tulu
.,sym
Kookku,Tulu
atthu,Tulu
gonku,Tulu
.,sym
Masth,Tulu
comidiy,English
atthundu,Tulu
.,sym
Markame,Tulu
bokka,Tulu
dinesh,English
jodi,Kannada
super,English
.,sym
Very,English
nice,English
Baari,Tulu
yedded,Tulu
malpuva,Tulu
Superb,English
Good,English
Luck,English
.,sym
Superathend,Mixed
acting,English
ave,Tulu
enchane,Tulu
comedyda,Mixed
videosn,Mixed
malthondu,Tulu
eppule,Tulu
.,sym
We,English
want,English
more,English
from,English
super,English
star,English
ajjii,Kannada
.,sym
min,English
da,Tulu
pukuli,Tulu
.,sym
Rakshan,Name
is,English
back,English
.,sym
Baari,Tulu
porlu,Tulu
athnd,Tulu
.,sym
dever,Tulu
nanathu,Tulu
yedde,Tulu
mlpaondu,Tulu
poad,Tulu
.,sym
Next,English
videona,Mixed
send,English
madi,Kannada
bro,Name
super,English
ide,Kannada
.,sym
Baari,Tulu
kusal,Tulu
baari,Tulu
kusal,Tulu
Outstanding,English
acting,English
and,English
smooth,English
dilogue,English
delivery,English
over,English
all,English
good,English
.,sym
Full,English
Movien,Mixed
please,English
Add,English
malpule,Tulu
.,sym
ate,Tulu
careless,English
aapuna,Tulu
aaypukuli,Tulu
la,Tulu
lost,English
aante,Tulu
.,sym
team,English
work,English
super,English
aathndh,Tulu
.,sym
Kudlada,Tulu
power,English
thule,Tulu
ayegla,Tulu
gothand,Tulu
aitha,Tulu
artha,Tulu
.,sym
Sir,English
thulu,Name
comedy,English
movie,English
padle,Tulu
.,sym
Wow,English
super,English
geet,Tulu
.,sym
Supper,English
tulu,Name
bashe,Name
.,sym
Aye,Tulu
jolly,Kannada
bogure,Tulu
.,sym
kandapatte,Tulu
telipayar,Tulu
marre,Tulu
supper,English
.,sym
Full,English
episode,English
padle,Tulu
.,sym
samgitha,Kannada
athiyaayithu,Kannada
kalaavidara,Kannada
maathugaLannu,Kannada
mareside,Kannada
.,sym
Plz,English
aravind,Name
sir,English
GE,Kannada
studentna,Mixed
carecter,English
kodi,Kannada
plz,English
plz,English
sir,English
.,sym
Delete,English
malpi,Tulu
videon,Mixed
plzzzz,English
.,sym
Ykdam,Other
mitho,Other
song,English
.,sym
Dineshanne,Name
bari,Tulu
porlu,Tulu
tojuver,Tulu
pakka,Tulu
politician,English
ponjov,Tulu
Make,English
up,English
bari,Tulu
neet,English
atundu,Tulu
.,sym
Bhari,Tulu
soku,Tulu
athunduuu,Tulu
.,sym
Jai,Name
Tulu,Name
nad,Name
.,sym
Sprathend,Mixed
akkka,Kannada
bari,Tulu
porlu,Tulu
uller,Tulu
.,sym
Nice,English
program,English
but,English
first,English
daihlag,English
dis,English
like,English
.,sym
Yaan,Tulu
mann,Tulu
thumbunu,Tulu
.,sym
nakku,Kannada
nakku,Kannada
susthu,Kannada
aaythu,Kannada
sooooperb,English
sar,English
my,English
favorite,English
.,sym
Yakshagaana,Kannada
yen,Tulu
ittela,Tulu
tooyara,Tulu
ista,Tulu
malpe,Tulu
.,sym
Wow,English
super,English
comedy,English
But,English
nange,Kannada
tulu,Name
Artha,Kannada
Agila,Kannada
Only,English
kannada,Name
.,sym
Posa,Tulu
pada,Tulu
baidundu,Tulu
.,sym
Youtube,English
d,Tulu
full,English
thikkuje,Tulu
.,sym
Dada,Tulu
comedy,English
marre,Tulu
.,sym
Kammane,Tulu
Undu,Tulu
gangasara,Tulu
.,sym
Pls,English
samara,Kannada
sarathi,Kannada
episodes,English
upload,English
malpule,Tulu
.,sym
Ayena,Tulu
pudar,Tulu
ALI,Name
.,sym
Tulu,Name
tu,Tulu
dadana,Tulu
aapundu,Tulu
.,sym
jai,Kannada
koragajja,Name
nambunagaleg,Tulu
iambu,Tulu
korpuna,Tulu
daiva,Tulu
koragajja,Name
.,sym
paarT,English
paaDle,Tulu
plijhh,English
.,sym
Wa,English
pukuli,Tulu
wa,English
pukli,Tulu
.,sym
Full,English
drama,English
padle,Tulu
plzzz,English
.,sym
Super,English
Vidhana,Kannada
saudha,Kannada
mantri,Kannada
samavesha,Kannada
da,Kannada
.,sym
paappanakuLe,Tulu
chips,English
unda,Tulu
outstanding,English
.,sym
Sule,Tulu
balla,Tulu
nikleg,Tulu
byarilena,Tulu
thamase,Tulu
manpuvara,Tulu
.,sym
navin,Name
paDilg,Location
raajya,Kannada
prashasthi,Kannada
baththina,Tulu
sinemaa,Kannada
.,sym
Girgit,Tulu
bokka,Tulu
English,Name
movie,English
please,English
add,English
malpule,Tulu
please,English
please,English
please,English
.,sym
Ha,English
ha,English
ha,English
wa,Tulu
comidi,English
mare,Tulu
.,sym
Yenan,Tulu
tulu,Name
film,English
gu,Tulu
dethonle,Tulu
marre,Tulu
.,sym
bale,Tulu
telipaleda,Tulu
ottugu,Tulu
naveen,Name
shetrena,Name
tulu,Name
patera,Tulu
kenre,Tulu
baree,Tulu
porlu,Tulu
.,sym
Full,English
vdo,English
padujare,Tulu
.,sym
So,English
cute,English
ajji,Kannada
send,English
some,English
more,English
videos,English
of,English
this,English
same,English
ajji,Kannada
.,sym
bari,Tulu
porluda,Tulu
songs,English
tulun,Tulu
gendale,Tulu
rajeshanna,Name
.,sym
Eeth,Tulu
etthara,Tulu
baakil,Tulu
eer,Tulu
saavgu,Tulu
deethina,Tulu
.,sym
Wow,English
super,English
comedy,English
namana,Kannada
thulunada,Location
jokes,English
Bethe,Tulu
basherd,Tulu
la,Tulu
porlu,Tulu
I,English
love,English
thulunadu,Location
.,sym
Ajja,Kannada
nija,Kannada
ippuver,Tulu
.,sym
Punki,Tulu
tha,Tulu
maryede,Tulu
ponda,Tulu
athe,Tulu
.,sym
yaan,Tulu
vumDe,Tulu
thamjona,Tulu
n,Tulu
mumchi,Tulu
ir,Tulu
.,sym
Nim,Kannada
teamge,Mixed
all,English
the,English
best,English
.,sym
O,English
BHAI,Other
INDU,Tulu
IJINDALA,Tulu
VIRAL,English
AVODE,Tulu
.,sym
Pls,English
movie,English
upload,English
malpule,Tulu
.,sym
Erna,Tulu
uploadn,Mixed
manpuna,Tulu
timing,English
dade,Tulu
.,sym
avu,Tulu
sapthapadi,Kannada
padunaga,Tulu
music,English
padiyere,Tulu
please,English
avu,Tulu
music,English
ovu,Tulu
songda,Mixed
.,sym
Thelth,Tulu
thelth,Tulu
saakh,Tulu
aapundu,Tulu
.,sym
Super,English
Rajyeshe,Name
anna,Kannada
.,sym
Ninna,Kannada
Poppana,Tulu
Meggena,Tulu
.,sym
Sir,English
e,Tulu
song,English
paadle,Tulu
sooper,English
song,English
full,English
.,sym
Full,English
nataka,Kannada
beku,Tulu
.,sym
Imbena,Tulu
pukuli,Tulu
yenna,Tulu
dosti,Kannada
da,Tulu
undu,Tulu
Kande,Tulu
pathond,Tulu
tirgond,Tulu
ithe,Tulu
.,sym
Ambegh,Tulu
pukuli,Tulu
dantinayegh,Tulu
arda,Tulu
views,English
kudla,Location
dakalnane,Tulu
.,sym
Pls,English
Movie,English
upload,English
manpule,Tulu
enkla,Tulu
oman,Location
du,Tulu
ulla,Tulu
masth,Tulu
jana,Kannada
wait,English
mantondulla,Tulu
pls,English
.,sym
umesh,Name
mijar,Location
super,English
episode,English
Balethelipale,Tulu
super,English
i,English
whatching,English
to,English
soudi,Location
arebia,Location
.,sym
Er,Tulu
d,Tulu
tuvond,Tulu
ular,Tulu
like,English
malpule,Tulu
.,sym
Unden,Tulu
thunda,Tulu
film,English
pand,Tulu
aapunda,Tulu
.,sym
Swamy,Kannada
bhuthanatheshwaraya,Kannada
namaha,Kannada
.,sym
Yerna,Tulu
pukuli,Tulu
ambe,Tulu
.,sym
eDDe,Tulu
msg,English
la,Tulu
kordar,Tulu
.,sym
Good,English
no,English
kamedi,English
.,sym
Wow,English
super,English
erna,Tulu
smile,English
super,English
.,sym
Kudlad,Tulu
onji,Tulu
puklida,Tulu
concert,English
dille,Tulu
anna,Kannada
.,sym
Gud,English
team,English
kudla,Location
kusal,Tulu
my,English
favorite,English
actor,English
is,English
ravi,Name
ramkunja,Name
.,sym
enaDa,Tulu
extra,English
pukli,Tulu
ijii,Tulu
mare,Tulu
.,sym
Paapa,Tulu
mare,Tulu
aye,Tulu
athe,Tulu
kushite,Tulu
panondulle,Tulu
puculi,Tulu
ge,Tulu
bethe,Tulu
artha,Tulu
uppu,Tulu
Nama,Tulu
thelupuva,Tulu
.,sym
Highest,English
views,English
tulu,Name
thaklnane,Tulu
umbyana,Tulu
pukuli,Tulu
Maya,Kannada
ainen,Tulu
thuyara,Tulu
battune,Tulu
.,sym
ck,Name
bayankara,Kannada
garam,Other
.,sym
Thnk,English
u,English
but,English
add,English
kammi,Tulu
padle,Tulu
.,sym
bhaari,Kannada
eDDe,Tulu
uamDu,Tulu
.,sym
oLLedide,Kannada
kannaDadalli,Kannada
kaamemT,English
maaDi,Kannada
thuLuvalli,Kannada
riplai,English
maaDuvavaru,Kannada
kannaDadalli,Kannada
baredu,Kannada
riplai,English
koDi,Kannada
.,sym
Tuluverena,Tulu
mokeda,Tulu
bhasheg,Tulu
solmelu,Tulu
super,English
haasyolu,Tulu
.,sym
Jasthi,Tulu
kure,Tulu
kattare,Tulu
balli,Tulu
jasthi,Tulu
parodu,Tulu
daye,Tulu
panda,Tulu
boka,Tulu
panpe,Tulu
.,sym
Undonji,Tulu
movie,English
paadle,Tulu
plz,English
.,sym
Bangar,Tulu
Tulunad,Location
da,Tulu
Bangar,Tulu
Kapikad,Location
sir,English
.,sym
Corona,English
nu,Tulu
mer,Tulu
gorona,Tulu
panpera,Tulu
pandu,Tulu
marre,Tulu
.,sym
Superb,English
concept,English
mastu,Tulu
shokittundu,Tulu
.,sym
Swami,Kannada
koragajja,Name
ere,Tulu
kaapule,Tulu
.,sym
vesha,Tulu
padde,Tulu
kuldinata,Tulu
super,English
.,sym
allaant,Tulu
ippatho,Tulu
bearingha,Tulu
inghane,Tulu
dressing,English
aaklle,Tulu
adh,Tulu
old,English
style,English
.,sym
Av,Tulu
ov,Tulu
ye,Tulu
minisha,Kannada
.,sym
Poora,Tulu
kudladakul,Tulu
mule,Tulu
uller,Tulu
.,sym
maduvegu,Kannada
mumche,Kannada
nimma,Kannada
kaamiDi,English
thumbaa,Kannada
chennaagi,Kannada
barthiththu,Kannada
iga,Kannada
eke,Kannada
thumbaa,Kannada
Dallaagi,English
biTTiddiraa,Kannada
.,sym
Edde,Tulu
makkar,Tulu
ithnd,Tulu
Masterna,Mixed
mast,Tulu
edde,Tulu
enchina,Tulu
marre,Tulu
matergla,Tulu
Dever,Tulu
edde,Tulu
malpodu,Tulu
.,sym
Malpere,Tulu
bele,Tulu
ejji,Tulu
.,sym
Wow,English
Arvind,Name
sir,English
ere,Tulu
porlu,Tulu
nana,Tulu
erna,Tulu
acting,English
kenunne,Tulu
bodchi,Tulu
porle,Tulu
porlu,Tulu
.,sym
Yeere,Tulu
de,Tulu
thuonthuller,Tulu
like,English
padle,Tulu
.,sym
Ee,Tulu
pukuli,Tulu
nadre,Tulu
Nepal,Location
povarchi,Tulu
kudla,Location
bhala,Tulu
.,sym
Ovvu,Tulu
film,English
da,Tulu
.,sym
Aa,Tulu
janad,Mixed
povond,Tulu
und,Tulu
eer,Tulu
de,Tulu
ullar,Tulu
.,sym
Prashamsa,Kannada
Rockye,Mixed
.,sym
Undu,Tulu
song,English
panda,Tulu
yenk,Tulu
bhari,Tulu
esta,Kannada
.,sym
Bhari,Tulu
porlu,Tulu
athnd,Tulu
Para,Tulu
oordudippuna,Tulu
tuluvereg,Tulu
baari,Tulu
khushi,Kannada
korpundu,Tulu
edde,Tulu
program,English
korondullar,Tulu
Thanks,English
.,sym
nange,Kannada
thuLu,Name
barlikkilla,Kannada
viDiyo,English
maathra,Tulu
masthiththu,Kannada
.,sym
Double,English
meaning,English
kammi,Tulu
malpule,Tulu
nanla,Tulu
edde,Tulu
thojundu,Tulu
.,sym
Maatha,Tulu
episode,English
la,Tulu
orane,Tulu
thuka,Tulu
pandh,Tulu
aapundu,Tulu
.,sym
baari,Kannada
eDDe,Kannada
kaamiDi,English
.,sym
Waiterna,Tulu
Rolln,Mixed
malpule,Tulu
Arvindanna,Name
.,sym
Manasg,Tulu
masth,Tulu
bhejara,Tulu
apundu,Tulu
.,sym
Masth,Tulu
movie,English
undu,Tulu
.,sym
Suuuper,English
nataka,Kannada
poora,Tulu
kalavideregla,Tulu
udal,Tulu
dínjina,Tulu
solmelu,Tulu
.,sym
Song,English
shokundu,Tulu
marre,Tulu
papa,Tulu
anda,Tulu
kudladakilna,Tulu
language,English
du,Tulu
artha,Tulu
betend,Tulu
apundu,Tulu
.,sym
Plz,English
release,English
the,English
cd,English
of,English
bale,Tulu
telgale,Tulu
finals,English
.,sym
Aiyena,Tulu
pukullin,Tulu
yare,Tulu
andala,Tulu
nard,Tulu
korle,Tulu
marre,Tulu
.,sym
Ancha,Tulu
Carecter,English
wise,English
thupinanda,Tulu
Police,English
Carecterla,English
Malpare,Tulu
Balli,Tulu
First,English
rdh,Tulu
Last,English
Mutta,Tulu
Akleg,English
Apahasya,Kannada
Apuja,Tulu
.,sym
Saavuda,Tulu
comedyye,Mixed
.,sym
Nigul,Tulu
kuda,Tulu
shokudu,Tulu
act,English
bared,Tulu
act,English
malpod,Tulu
All,English
the,English
best,English
.,sym
masth,Tulu
udda,Tulu
aaamD,Tulu
.,sym
Yan,Tulu
kathond,Tulu
ippuve,Tulu
